6B (k)	11000000	00000000	11000000	00000000	11000000	00000000	11000011	00000000	11000110	00000000	11001100	00000000	11011000	00000000	11110000	00000000	11011000	00000000	11001100	00000000	11000110	00000000	11000011	00000000	11000001	10000000	00000000	00000000	00000000	00000000	00000000	00000000
6C (l)	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
6D (m)	00000000	00000000	00000000	00000000	00000000	00000000	11011110	11100000	11111111	11110000	11101111	01110000	11000110	00110000	11000110	00110000	11000110	00110000	11000110	00110000	11000110	00110000	11000110	00110000	11000110	00110000	00000000	00000000	00000000	00000000	00000000	00000000
6E (n)	00000000	00000000	00000000	00000000	00000000	00000000	11011110	00000000	11111111	00000000	11100011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	00000000	00000000	00000000	00000000	00000000	00000000
6F (o)	00000000	00000000	00000000	00000000	00000000	00000000	00111110	00000000	01111111	00000000	11100011	10000000	11000001	10000000	11000001	10000000	11000001	10000000	11000001	10000000	11100011	10000000	01111111	00000000	00111110	00000000	00000000	00000000	00000000	00000000	00000000	00000000
70 (p)	00000000	00000000	00000000	00000000	00000000	00000000	11011110	00000000	11111111	00000000	11100011	10000000	11000001	10000000	11000001	10000000	11000001	10000000	11000001	10000000	11100011	10000000	11111111	00000000	11011110	00000000	11000000	00000000	11000000	00000000	11000000	00000000
71 (q)	00000000	00000000	00000000	00000000	00000000	00000000	00111101	10000000	01111111	10000000	11100011	10000000	11000001	10000000	11000001	10000000	11000001	10000000	11000001	10000000	11100011	10000000	01111111	10000000	00111101	10000000	00000001	10000000	00000001	10000000	00000001	10000000
72 (r)	00000000	00000000	00000000	00000000	00000000	00000000	11011000	00000000	11111000	00000000	11100000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
73 (s)	00000000	00000000	00000000	00000000	00000000	00000000	01111110	00000000	11111111	00000000	11000011	00000000	11000000	00000000	11111110	00000000	01111111	00000000	00000011	00000000	11000011	00000000	11111111	00000000	01111110	00000000	00000000	00000000	00000000	00000000	00000000	00000000
74 (t)	00110000	00000000	00110000	00000000	00110000	00000000	11111100	00000000	11111100	00000000	00110000	00000000	00110000	00000000	00110000	00000000	00110000	00000000	00110000	00000000	00110000	00000000	00111100	00000000	00011100	00000000	00000000	00000000	00000000	00000000	00000000	00000000
