75 (u)	00000000	00000000	00000000	00000000	00000000	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000011	00000000	11000111	00000000	11111111	00000000	01111011	00000000	00000000	00000000	00000000	00000000	00000000	00000000
76 (v)	00000000	00000000	00000000	00000000	00000000	00000000	11000001	10000000	11100001	10000000	01100011	00000000	01100011	00000000	01100011	00000000	00110110	00000000	00110110	00000000	00110110	00000000	00011100	00000000	00011100	00000000	00000000	00000000	00000000	00000000	00000000	00000000
77 (w)	00000000	00000000	00000000	00000000	00000000	00000000	11000001	00000110	11000001	00000110	01100011	10001100	01100011	10001100	01100011	10001100	00110110	11011000	00110110	11011000	00110110	11011000	00011100	01110000	00011100	01110000	00000000	00000000	00000000	00000000	00000000	00000000
78 (x)	00000000	00000000	00000000	00000000	00000000	00000000	11000110	00000000	11000110	00000000	01101100	00000000	01101100	00000000	00111000	00000000	00111000	00000000	01101100	00000000	01101100	00000000	11000110	00000000	11000110	00000000	00000000	00000000	00000000	00000000	00000000	00000000
79 (y)	00000000	00000000	00000000	00000000	00000000	00000000	11000000	01100000	11000000	01100000	01100000	11000000	01100000	11000000	00110001	10000000	00110001	10000000	00011011	00000000	00011011	00000000	00001110	00000000	00001110	00000000	00001100	00000000	01111100	00000000	01111000	00000000
7A (z)	00000000	00000000	00000000	00000000	00000000	00000000	11111111	00000000	11111111	00000000	00000011	00000000	00000110	00000000	00001100	00000000	00011000	00000000	00110000	00000000	01100000	00000000	11111111	00000000	11111111	00000000	00000000	00000000	00000000	00000000	00000000	00000000
7B ({)	00001100	00000000	00011000	00000000	00110000	00000000	00110000	00000000	00110000	00000000	01100000	00000000	11000000	00000000	01100000	00000000	00110000	00000000	00110000	00000000	00110000	00000000	00011000	00000000	00001100	00000000	00000000	00000000	00000000	00000000	00000000	00000000
7C (|) used for left marker, replaced by 10	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	00000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	11000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
7D (})	11000000	00000000	01100000	00000000	00110000	00000000	00110000	00000000	00110000	00000000	00011000	00000000	00001100	00000000	00011000	00000000	00110000	00000000	00110000	00000000	00110000	00000000	01100000	00000000	11000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
7E (~) Plane symbol	00000000	00000000	01100000	00000000	01110000	00001110	00111000	01111100	00011111	11111000	00001111	11100000	00001111	11100000	00001111	10000000	00001111	10000000	00011100	11100011	00011100	01111110	00011000	00111000	00111000	00111100	00110000	00101100	00100000	01100000	00000000	01000000
7F ( )	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
